ASX LISTED COMPANIES AS AT THU OCT 23 00:01:24 EST 2014
BUCCANEER ENERGY LIMITED,BCC.AX,ENERGY
BUDERIM GINGER LIMITED,BUG.AX,FOOD, BEVERAGE & TOBACCO
BULLETIN RESOURCES LIMITED,BNR.AX,MATERIALS
BULLETPROOF GROUP LIMITED,BPF.AX,SOFTWARE & SERVICES
BUREY GOLD LIMITED,BYR.AX,MATERIALS
BURLESON ENERGY LIMITED,BUR.AX,ENERGY
BURSON GROUP LIMITED,BAP.AX,RETAILING
BURU ENERGY LIMITED,BRU.AX,ENERGY
BUXTON RESOURCES LIMITED,BUX.AX,MATERIALS
BWP TRUST,BWP.AX,REAL ESTATE
BYRON ENERGY LIMITED,BYE.AX,ENERGY
BYTE POWER GROUP LIMITED,BPG.AX,SOFTWARE & SERVICES
CABCHARGE AUSTRALIA LIMITED,CAB.AX,COMMERCIAL SERVICES & SUPPLIES
CABRAL RESOURCES LIMITED,CBS.AX,MATERIALS
CADENCE CAPITAL LIMITED,CDM.AX,NOT APPLIC
CAENEUS MINERALS LTD,CAD.AX,MATERIALS
CAISSE FRANCAISE DE FINANCEMENT LOCAL,DXA.AX,NOT APPLIC
CALIBRE GROUP LIMITED,CGH.AX,CAPITAL GOODS
CALLABONNA RESOURCES LTD,CUU.AX,ENERGY
CALLIDEN GROUP LIMITED,CIX.AX,INSURANCE
CALTEX AUSTRALIA LIMITED,CTX.AX,ENERGY
CALZADA LIMITED,CZD.AX,PHARMACEUTICALS & BIOTECHNOLOGY
CANYON RESOURCES LIMITED,CAY.AX,MATERIALS
CAPE ALUMINA LIMITED,CBX.AX,MATERIALS
CAPE LAMBERT RESOURCES LIMITED,CFE.AX,MATERIALS
CAPE RANGE LIMITED,CAG.AX,TELECOMMUNICATION SERVICES
CAPILANO HONEY LIMITED,CZZ.AX,FOOD, BEVERAGE & TOBACCO
CAPITAL MINING LIMITED,CMY.AX,MATERIALS
CAPITOL HEALTH LIMITED,CAJ.AX,HEALTH CARE EQUIPMENT & SERVICES
CAPRAL LIMITED,CAA.AX,MATERIALS
CARAVEL MINERALS LIMITED,CVV.AX,MATERIALS
CARBINE RESOURCES LIMITED,CRB.AX,MATERIALS
CARBINE TUNGSTEN LIMITED,CNQ.AX,MATERIALS
CARBON CONSCIOUS LIMITED,CCF.AX,COMMERCIAL SERVICES & SUPPLIES
CARBON ENERGY LIMITED,CNX.AX,ENERGY
CARBON MINERALS LIMITED,CRM.AX,ENERGY
CARDIA BIOPLASTICS LIMITED,CNN.AX,MATERIALS
CARDINAL RESOURCES LIMITED,CDV.AX,MATERIALS
CARDNO LIMITED,CDD.AX,CAPITAL GOODS
CARINDALE PROPERTY TRUST,CDP.AX,REAL ESTATE
CARLTON INVESTMENTS LIMITED,CIN.AX,DIVERSIFIED FINANCIALS
CARNARVON PETROLEUM LIMITED,CVN.AX,ENERGY
CARNAVALE RESOURCES LIMITED,CAV.AX,MATERIALS
CARNEGIE WAVE ENERGY LIMITED,CWE.AX,UTILITIES
CARPENTARIA EXPLORATION LIMITED,CAP.AX,MATERIALS
CARSALES.COM LIMITED,CRZ.AX,SOFTWARE & SERVICES
CASH CONVERTERS INTERNATIONAL,CCV.AX,RETAILING
CASSINI RESOURCES LIMITED,CZI.AX,MATERIALS
CASTILLO COPPER LIMITED,CCZ.AX,MATERIALS
CASTLE MINERALS LIMITED,CDT.AX,MATERIALS
CATALYST METALS LIMITED,CYL.AX,MATERIALS
CAULDRON ENERGY LIMITED,CXU.AX,ENERGY
CAZALY RESOURCES LIMITED,CAZ.AX,MATERIALS
CB AUSTRALIA LIMITED,CBK.AX,SOFTWARE & SERVICES
CBG CAPITAL LIMITED,CBC.AX,CLASS PEND
CEDAR WOODS PROPERTIES LIMITED,CWP.AX,REAL ESTATE
CELAMIN HOLDINGS NL,CNL.AX,MATERIALS
CELL AQUACULTURE LIMITED,CAQ.AX,CAPITAL GOODS
CELLMID LIMITED,CDY.AX,PHARMACEUTICALS & BIOTECHNOLOGY
CELLNET GROUP LIMITED,CLT.AX,TECHNOLOGY HARDWARE & EQUIPMENT
CELSIUS COAL LIMITED,CLA.AX,MATERIALS
CENTAURUS METALS LIMITED,CTM.AX,MATERIALS
CENTRAL ASIA RESOURCES LIMITED.,CVR.AX,MATERIALS
CENTRAL PETROLEUM LIMITED,CTP.AX,ENERGY
CENTRAL WEST GOLD NL,CWG.AX,MATERIALS
CENTREPOINT ALLIANCE LIMITED,CAF.AX,DIVERSIFIED FINANCIALS
CENTREX METALS LIMITED,CXM.AX,MATERIALS
CENTURIA CAPITAL LIMITED,CNI.AX,DIVERSIFIED FINANCIALS
CENTURY AUSTRALIA INVESTMENTS LIMITED,CYA.AX,DIVERSIFIED FINANCIALS
CERAMIC FUEL CELLS LIMITED,CFU.AX,CAPITAL GOODS
CERVANTES CORPORATION LIMITED,CVS.AX,FOOD, BEVERAGE & TOBACCO
CFS RETAIL PROPERTY TRUST GROUP,CFX.AX,REAL ESTATE
CFT ENERGY LIMITED,CFY.AX,DIVERSIFIED FINANCIALS
CHALICE GOLD MINES LIMITED,CHN.AX,MATERIALS
CHALLENGER ENERGY LIMITED,CEL.AX,ENERGY
CHALLENGER LIMITED,CGF.AX,DIVERSIFIED FINANCIALS
CHALLENGER MILLENNIUM SERIES 2007-1E TRUST,CHJ.AX,NOT APPLIC
CHALLENGER MILLENNIUM SERIES 2007-2L TRUST,CHU.AX,NOT APPLIC
CHALMERS LIMITED,CHR.AX,TRANSPORTATION
CHAMPION IRON LIMITED,CIA.AX,MATERIALS
CHANDLER MACLEOD GROUP LIMITED,CMG.AX,COMMERCIAL SERVICES & SUPPLIES
CHAPMANS LIMITED,CHP.AX,DIVERSIFIED FINANCIALS
CHARTER HALL GROUP,CHC.AX,REAL ESTATE
CHARTER HALL RETAIL REIT,CQR.AX,REAL ESTATE
CHARTER PACIFIC CORPORATION LIMITED,CHF.AX,DIVERSIFIED FINANCIALS
CHESSER RESOURCES LIMITED,CHZ.AX,MATERIALS
CHINA CONSTRUCTION BANK CORPORATION,CCB.AX,NOT APPLIC
CHINA INTEGRATED MEDIA CORPORATION LIMITED,CIK.AX,MEDIA
CHINA MAGNESIUM CORPORATION LIMITED,CMC.AX,MATERIALS
CHINA MINING LIMITED,CMF.AX,CLASS PEND
CHINALCO YUNNAN COPPER RESOURCES LTD,CYU.AX,MATERIALS
CHONGHERR INVESTMENTS LTD,CDH.AX,MATERIALS
CHORUS LIMITED,CNU.AX,TELECOMMUNICATION SERVICES
CHRYSALIS RESOURCES LIMITED,CYS.AX,MATERIALS
CI RESOURCES LIMITED,CII.AX,MATERIALS
CIC AUSTRALIA LIMITED,CNB.AX,REAL ESTATE
CIRCADIAN TECHNOLOGIES LIMITED,CIR.AX,PHARMACEUTICALS & BIOTECHNOLOGY
CITATION RESOURCES LTD,CTR.AX,ENERGY
CITIGOLD CORPORATION LIMITED,CTO.AX,MATERIALS
CLANCY EXPLORATION LIMITED,CLY.AX,MATERIALS
CLARITY OSS LIMITED,CYO.AX,SOFTWARE & SERVICES
CLARIUS GROUP LIMITED,CND.AX,COMMERCIAL SERVICES & SUPPLIES
CLASSIC MINERALS LTD,CLZ.AX,MATERIALS
CLEAN SEAS TUNA LIMITED,CSS.AX,FOOD, BEVERAGE & TOBACCO
CLEAN TEQ HOLDINGS LIMITED,CLQ.AX,COMMERCIAL SERVICES & SUPPLIES
CLEARVIEW WEALTH LIMITED,CVW.AX,INSURANCE
CLEVELAND MINING COMPANY LIMITED,CDG.AX,MATERIALS
CLIME CAPITAL LIMITED,CAM.AX,NOT APPLIC
CLIME INVESTMENT MANAGEMENT LTD,CIW.AX,DIVERSIFIED FINANCIALS
CLINUVEL PHARMACEUTICALS LIMITED,CUV.AX,PHARMACEUTICALS & BIOTECHNOLOGY
CLOVER CORPORATION LIMITED,CLV.AX,HEALTH CARE EQUIPMENT & SERVICES
CMI LIMITED.,CMI.AX,CAPITAL GOODS
CML GROUP LIMITED,CGR.AX,COMMERCIAL SERVICES & SUPPLIES
COAL FE RESOURCES LIMITED,CES.AX,ENERGY
COAL OF AFRICA LIMITED,CZA.AX,ENERGY
COALBANK LIMITED,CBQ.AX,ENERGY
COALSPUR MINES LIMITED,CPL.AX,ENERGY
COBRE MONTANA NL,CXB.AX,MATERIALS
COCA-COLA AMATIL LIMITED,CCL.AX,FOOD, BEVERAGE & TOBACCO
COCHLEAR LIMITED,COH.AX,HEALTH CARE EQUIPMENT & SERVICES
COCKATOO COAL LIMITED,COK.AX,ENERGY
CODAN LIMITED,CDA.AX,TECHNOLOGY HARDWARE & EQUIPMENT
COFFEY INTERNATIONAL LIMITED,COF.AX,COMMERCIAL SERVICES & SUPPLIES
COGSTATE LTD,CGS.AX,HEALTH CARE EQUIPMENT & SERVICES
COHIBA MINERALS LIMITED,CHK.AX,MATERIALS
COKAL LIMITED,CKA.AX,MATERIALS
COLLECTION HOUSE LIMITED,CLH.AX,COMMERCIAL SERVICES & SUPPLIES
COLLINS FOODS LIMITED,CKF.AX,CONSUMER SERVICES
COLONIAL HOLDING COMPANY LIMITED,CNG.AX,DIVERSIFIED FINANCIALS
COLORPAK LIMITED,CKL.AX,MATERIALS
COMET RESOURCES LIMITED,CRL.AX,MATERIALS
COMET RIDGE LIMITED,COI.AX,ENERGY
COMMISSIONERS GOLD LIMITED,CGU.AX,MATERIALS
COMMODITIES GROUP LIMITED,COZ.AX,COMMERCIAL SERVICES & SUPPLIES
COMMONWEALTH BANK OF AUSTRALIA.,CBA.AX,BANKS
COMMSTRAT LIMITED,COJ.AX,MEDIA
COMOPS LIMITED,COM.AX,SOFTWARE & SERVICES
COMPAGNIE DE FINANCEMENT FONCIER,CFF.AX,NOT APPLIC
COMPASS RESOURCES LIMITED,CMR.AX,MATERIALS
COMPUMEDICS LIMITED,CMP.AX,HEALTH CARE EQUIPMENT & SERVICES
COMPUTERSHARE LIMITED.,CPU.AX,SOFTWARE & SERVICES
COMPUTRONICS HOLDINGS LIMITED,CPS.AX,TECHNOLOGY HARDWARE & EQUIPMENT
CONDOR BLANCO MINES LIMITED,CDB.AX,MATERIALS
CONDOTO PLATINUM NL.,CPD.AX,MATERIALS
CONICO LTD,CNJ.AX,MATERIALS
CONNEXION MEDIA LIMITED,CXZ.AX,COMMERCIAL SERVICES & SUPPLIES
CONQUEST AGRI LIMITED,CQA.AX,NOT APPLIC
CONSOLIDATED GLOBAL INVESTMENTS LIMITED,CGI.AX,MATERIALS
CONSOLIDATED TIN MINES LIMITED,CSD.AX,MATERIALS
CONTANGO MICROCAP LIMITED,CTN.AX,DIVERSIFIED FINANCIALS
CONTINENTAL COAL LIMITED,CCC.AX,ENERGY
CONTINUATION INVESTMENTS LIMITED,COT.AX,DIVERSIFIED FINANCIALS
CONVERGENT MINERALS LIMITED,CVG.AX,MATERIALS
COOPER ENERGY LIMITED,COE.AX,ENERGY
COPPER STRIKE LIMITED,CSE.AX,MATERIALS
COPPERMOLY LIMITED,COY.AX,MATERIALS
CORAL SEA PETROLEUM LTD,CSP.AX,ENERGY
CORAZON MINING LIMITED,CZN.AX,MATERIALS
CORE EXPLORATION LIMITED,CXO.AX,MATERIALS
CORETRACK LIMITED,CKK.AX,ENERGY
CORPORATE TRAVEL MANAGEMENT LIMITED,CTD.AX,CONSUMER SERVICES
CORUM GROUP LIMITED,COO.AX,SOFTWARE & SERVICES
COTT OIL AND GAS LIMITED,CMT.AX,ENERGY
COUGAR METALS NL,CGM.AX,MATERIALS
COUNTPLUS LIMITED,CUP.AX,COMMERCIAL SERVICES & SUPPLIES
COUNTY COAL LIMITED,CCJ.AX,ENERGY
COVE RESOURCES LIMITED,CVE.AX,MATERIALS
COVENTRY GROUP LIMITED,CYG.AX,CAPITAL GOODS
COVENTRY RESOURCES INC,CYY.AX,MATERIALS
COVER-MORE GROUP LIMITED,CVO.AX,INSURANCE
COZIRON RESOURCES LIMITED,CZR.AX,MATERIALS
CPT GLOBAL LIMITED,CGO.AX,SOFTWARE & SERVICES
CRADLE RESOURCES LIMITED,CXX.AX,MATERIALS
CRATER GOLD MINING LIMITED,CGN.AX,MATERIALS
CREDIT CORP GROUP LIMITED,CCP.AX,COMMERCIAL SERVICES & SUPPLIES
CREDO RESOURCES LIMITED,CRQ.AX,MATERIALS
CREST MINERALS LIMITED,CTT.AX,MATERIALS
CROMWELL PROPERTY GROUP,CMW.AX,REAL ESTATE
CROSSLAND STRATEGIC METALS LTD,CUX.AX,MATERIALS
CROWE HORWATH AUSTRALASIA LTD,CRH.AX,COMMERCIAL SERVICES & SUPPLIES
CROWN RESORTS LIMITED,CWN.AX,CONSUMER SERVICES
CRUCIBLE GOLD LIMITED,CUG.AX,MATERIALS
CRUSADE ABS SERIES 2012-1 TRUST,CRI.AX,NOT APPLIC
CRUSADE ABS SERIES 2013-1 TRUST,CUF.AX,NOT APPLIC
CRUSADE EURO TRUST NO. 1E OF 2006,CTK.AX,NOT APPLIC
CRUSADE EURO TRUST NO.1E OF 2007,CSN.AX,NOT APPLIC
CRUSADE GLOBAL TRUST NO. 2 OF 2006,CTU.AX,NOT APPLIC
CRUSADE GLOBAL TRUST NO.1 OF 2006,CTJ.AX,NOT APPLIC
CRUSADE GLOBAL TRUST NO.1 OF 2007,CTH.AX,NOT APPLIC
CRUSADER RESOURCES LIMITED,CAS.AX,MATERIALS
CRYOSITE LIMITED,CTE.AX,PHARMACEUTICALS & BIOTECHNOLOGY
CSG LIMITED,CSV.AX,SOFTWARE & SERVICES
CSL LIMITED,CSL.AX,PHARMACEUTICALS & BIOTECHNOLOGY
CSR LIMITED,CSR.AX,MATERIALS
CTI LOGISTICS LIMITED,CLX.AX,TRANSPORTATION
CUDECO LIMITED,CDU.AX,MATERIALS
CUE ENERGY RESOURCES LIMITED,CUE.AX,ENERGY
CUESTA COAL LIMITED,CQC.AX,ENERGY
CULLEN RESOURCES LIMITED,CUL.AX,MATERIALS
CVC LIMITED,CVC.AX,DIVERSIFIED FINANCIALS
CVC PROPERTY FUND,CJT.AX,REAL ESTATE
CWH RESOURCES LTD,CWH.AX,MATERIALS
CYCLOPHARM LIMITED,CYC.AX,HEALTH CARE EQUIPMENT & SERVICES
CYNATA THERAPEUTICS LIMITED,CYP.AX,PHARMACEUTICALS & BIOTECHNOLOGY
DACIAN GOLD LIMITED,DCN.AX,MATERIALS
DAMPIER GOLD LIMITED,DAU.AX,MATERIALS
DART MINING NL,DTM.AX,MATERIALS
DATA#3 LIMITED,DTL.AX,SOFTWARE & SERVICES
DATADOT TECHNOLOGY LIMITED,DDT.AX,AUTOMOBILES & COMPONENTS
DATELINE RESOURCES LIMITED,DTR.AX,MATERIALS
DE GREY MINING LIMITED,DEG.AX,MATERIALS
DECIMAL SOFTWARE LIMITED,DSX.AX,SOFTWARE & SERVICES
DECMIL GROUP LIMITED,DCG.AX,CAPITAL GOODS
DEEP YELLOW LIMITED,DYL.AX,ENERGY
DELECTA LIMITED,DLC.AX,RETAILING
DELTA SBD LIMITED,DSB.AX,CAPITAL GOODS
DEMPSEY MINERALS LIMITED,DMI.AX,MATERIALS
DESANE GROUP HOLDINGS LIMITED,DGH.AX,REAL ESTATE
DEVINE LIMITED,DVN.AX,REAL ESTATE
DEXUS PROPERTY GROUP,DXS.AX,REAL ESTATE
DGR GLOBAL LIMITED,DGR.AX,MATERIALS
DIATREME RESOURCES LIMITED,DRX.AX,MATERIALS
DICK SMITH HOLDINGS LIMITED,DSH.AX,RETAILING
DICKER DATA LIMITED,DDR.AX,TECHNOLOGY HARDWARE & EQUIPMENT
DIGITAL CC LIMITED,DCC.AX,DIVERSIFIED FINANCIALS
DIPLOMA GROUP LIMITED,DGX.AX,CAPITAL GOODS
DIRECT NICKEL LIMITED,DIR.AX,TELECOMMUNICATION SERVICES
DISCOVERY AFRICA LIMITED,DAF.AX,ENERGY
DISCOVERY METALS LIMITED,DML.AX,MATERIALS
DISCOVERY RESOURCES LIMITED,DIS.AX,MATERIALS
DISRUPTIVE INVESTMENT GROUP LIMITED,DVI.AX,CONSUMER SERVICES
DIVERSA LIMITED,DVA.AX,DIVERSIFIED FINANCIALS
DIVERSIFIED UNITED INVESTMENT LIMITED,DUI.AX,DIVERSIFIED FINANCIALS
DJERRIWARRH INVESTMENTS LIMITED,DJW.AX,DIVERSIFIED FINANCIALS
DNB NOR BOLIGKREDITT AS,DBN.AX,NOT APPLIC
DOME GOLD MINES LIMITED,DME.AX,MATERIALS
DOMINO'S PIZZA ENTERPRISES LIMITED,DMP.AX,CONSUMER SERVICES
DONACO INTERNATIONAL LIMITED,DNA.AX,CONSUMER SERVICES
DORAY MINERALS LIMITED,DRM.AX,MATERIALS
DORSAVI LTD,DVL.AX,PHARMACEUTICALS & BIOTECHNOLOGY
DOURADO RESOURCES LIMITED,DUO.AX,MATERIALS
DOWNER EDI LIMITED,DOW.AX,COMMERCIAL SERVICES & SUPPLIES
DRAGON ENERGY LIMITED,DLE.AX,MATERIALS
DRAGON MINING LIMITED,DRA.AX,MATERIALS
DRAGON MOUNTAIN GOLD LIMITED,DMG.AX,MATERIALS
DRAIG RESOURCES LIMITED,DRG.AX,MATERIALS
DRAKE RESOURCES LIMITED,DRK.AX,MATERIALS
DRILLSEARCH ENERGY LIMITED,DLS.AX,ENERGY
DRIVER AUSTRALIA ONE TRUST,DAO.AX,NOT APPLIC
DROMANA ESTATE LIMITED,DMY.AX,FOOD, BEVERAGE & TOBACCO
DRUMMOND GOLD LIMITED,DGO.AX,MATERIALS
DUET GROUP,DUE.AX,UTILITIES
DUKETON MINING LIMITED,DKM.AX,MATERIALS
DULUXGROUP LIMITED,DLX.AX,MATERIALS
DWS LIMITED,DWS.AX,SOFTWARE & SERVICES
DYESOL LIMITED,DYE.AX,SEMICONDUCTORS & SEMICONDUCTOR EQUIPMENT
DYNASTY RESOURCES LIMITED,DMA.AX,MATERIALS
E & A LIMITED,EAL.AX,CAPITAL GOODS
EAGLE NICKEL LIMITED,ENL.AX,MATERIALS
EAST AFRICA RESOURCES LIMITED,EAF.AX,ENERGY
EAST ENERGY RESOURCES LIMITED,EER.AX,ENERGY
EASTERN IRON LIMITED,EFE.AX,MATERIALS
EASTON INVESTMENTS LIMITED,EAS.AX,DIVERSIFIED FINANCIALS
EBET LIMITED,EBT.AX,CONSUMER SERVICES
EBOS GROUP LIMITED,EBO.AX,HEALTH CARE EQUIPMENT & SERVICES
ECARGO HOLDINGS LIMITED,ECG.AX,CLASS PEND
ECHO ENTERTAINMENT GROUP LIMITED,EGP.AX,CONSUMER SERVICES
ECHO RESOURCES LIMITED,EAR.AX,MATERIALS
ECLIPSE METALS LIMITED.,EPM.AX,ENERGY
ECOSAVE HOLDINGS LIMITED,ECV.AX,COMMERCIAL SERVICES & SUPPLIES
EDEN ENERGY LIMITED,EDE.AX,ENERGY
EHG CORPORATION LIMITED,EHG.AX,TECHNOLOGY HARDWARE & EQUIPMENT
ELANOR INVESTORS GROUP,ENN.AX,DIVERSIFIED FINANCIALS
ELDERS LIMITED,ELD.AX,FOOD, BEVERAGE & TOBACCO
ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED,EOS.AX,CAPITAL GOODS
ELECTROMETALS TECHNOLOGIES LIMITED,EMM.AX,CAPITAL GOODS
ELEMENTAL MINERALS LIMITED,ELM.AX,MATERIALS
ELEMENTOS LIMITED,ELT.AX,MATERIALS
ELIXIR PETROLEUM LIMITED,EXR.AX,ENERGY
ELK PETROLEUM LIMITED,ELK.AX,ENERGY
ELLERSTON GLOBAL INVESTMENTS LIMITED,EGI.AX,NOT APPLIC
ELLEX MEDICAL LASERS LIMITED,ELX.AX,HEALTH CARE EQUIPMENT & SERVICES
ELSMORE RESOURCES LTD,ELR.AX,MATERIALS
ELYSIUM RESOURCES LIMITED,EYM.AX,MATERIALS
EMBELTON LIMITED,EMB.AX,CAPITAL GOODS
EMECO HOLDINGS LIMITED,EHL.AX,CAPITAL GOODS
EMERALD OIL & GAS NL,EMR.AX,ENERGY
EMERCHANTS LIMITED,EML.AX,DIVERSIFIED FINANCIALS
EMERGENT RESOURCES LIMITED,EMG.AX,MATERIALS
EMERGING MARKETS MASTERS FUND,EMF.AX,NOT APPLIC
EMMERSON RESOURCES LIMITED,ERM.AX,MATERIALS
EMPEROR RANGE GROUP LIMITED,ERX.AX,MATERIALS
EMPIRE ENERGY GROUP LIMITED,EEG.AX,ENERGY
EMPIRE OIL & GAS NL,EGO.AX,ENERGY
EMPIRE RESOURCES LIMITED,ERL.AX,MATERIALS
EMPIRED LTD,EPD.AX,SOFTWARE & SERVICES
EMU NL,EMU.AX,MATERIALS
ENCOUNTER RESOURCES LIMITED,ENR.AX,MATERIALS
ENDEAVOUR MINING CORPORATION,EVR.AX,MATERIALS
ENEABBA GAS LIMITED,ENB.AX,UTILITIES
ENEGEX NL,ENX.AX,NOT APPLIC
ENERGIA MINERALS LIMITED,EMX.AX,ENERGY
ENERGY ACTION LIMITED,EAX.AX,COMMERCIAL SERVICES & SUPPLIES
ENERGY AND MINERALS AUSTRALIA LIMITED,EMA.AX,ENERGY
ENERGY DEVELOPMENTS LIMITED,ENE.AX,UTILITIES
ENERGY METALS LTD,EME.AX,ENERGY
ENERGY ONE LIMITED,EOL.AX,SOFTWARE & SERVICES
ENERGY RESOURCES OF AUSTRALIA LIMITED,ERA.AX,ENERGY
ENERGY TECHNOLOGIES LIMITED,EGY.AX,CAPITAL GOODS
ENERGY VENTURES LTD,EVE.AX,ENERGY
ENERGY WORLD CORPORATION LTD,EWC.AX,UTILITIES
ENERJI LTD,ERJ.AX,UTILITIES
ENERO GROUP LIMITED,EGG.AX,MEDIA
ENGENCO LIMITED,EGN.AX,CAPITAL GOODS
ENHANCED SYSTEMS TECHNOLOGIES LIMITED,ESY.AX,UTILITIES
ENTEK ENERGY LTD,ETE.AX,ENERGY
ENTELLECT LIMITED,ESN.AX,SOFTWARE & SERVICES
ENTERPRISE METALS LIMITED,ENT.AX,MATERIALS
ENTERPRISE URANIUM LIMITED,ENU.AX,ENERGY
ENVIROMISSION LIMITED,EVM.AX,UTILITIES
ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED,ESI.AX,COMMERCIAL SERVICES & SUPPLIES
ENVIRONMENTAL GROUP LIMITED (THE),EGL.AX,CAPITAL GOODS
EPHRAIM RESOURCES LIMITED,EPA.AX,NOT APPLIC
EQUATOR RESOURCES LTD,EQU.AX,MATERIALS
EQUATORIAL RESOURCES LIMITED,EQX.AX,MATERIALS
EQUITY TRUSTEES LIMITED,EQT.AX,DIVERSIFIED FINANCIALS
EQUUS MINING LIMITED,EQE.AX,MATERIALS
ERIN RESOURCES LIMITED,ERI.AX,MATERIALS
ERM POWER LIMITED,EPW.AX,UTILITIES
ESERVGLOBAL LIMITED,ESV.AX,SOFTWARE & SERVICES
ESPERANCE MINERALS LIMITED,ESM.AX,MATERIALS
ESTRELLA RESOURCES LIMITED,ESR.AX,MATERIALS
ETFS METAL SECURITIES AUSTRALIA LIMITED.,GOL.AX,DIVERSIFIED FINANCIALS
ETHANE PIPELINE INCOME FUND,EPX.AX,UTILITIES
ETHERSTACK PLC,ESK.AX,SOFTWARE & SERVICES
EUMERALLA RESOURCES LIMITED,EUM.AX,MATERIALS
EUMUNDI GROUP LIMITED,EBG.AX,CONSUMER SERVICES
EUREKA GROUP HOLDINGS LIMITED,EGH.AX,REAL ESTATE
EUROGOLD LIMITED,EUG.AX,MATERIALS
EUROPEAN METALS HOLDINGS LIMITED,EMH.AX,MATERIALS
EUROZ LIMITED,EZL.AX,DIVERSIFIED FINANCIALS
EVOLUTION MINING LIMITED,EVN.AX,MATERIALS
EVZ LIMITED,EVZ.AX,CAPITAL GOODS
EXALT RESOURCES LIMITED,ERD.AX,MATERIALS
EXCALIBUR MINING CORPORATION LIMITED,EXM.AX,MATERIALS
EXCELSIOR GOLD LIMITED,EXG.AX,MATERIALS
EXOMA ENERGY LIMITED,EXE.AX,ENERGY
EXPLAURUM LIMITED,EXU.AX,ENERGY
EXTERRA RESOURCES LIMITED,EXC.AX,MATERIALS
EZEATM LIMITED,EZA.AX,COMMERCIAL SERVICES & SUPPLIES
FAIRFAX MEDIA LIMITED,FXJ.AX,MEDIA
FAIRSTAR RESOURCES LIMITED,FAS.AX,MATERIALS
FALCON MINERALS LIMITED,FCN.AX,MATERIALS
FANTASTIC HOLDINGS LIMITED,FAN.AX,RETAILING
FAR LIMITED,FAR.AX,ENERGY
FARM PRIDE FOODS LIMITED,FRM.AX,FOOD, BEVERAGE & TOBACCO
FATFISH INTERNET GROUP LTD,FFG.AX,DIVERSIFIED FINANCIALS
FE LIMITED,FEL.AX,MATERIALS
FEDERATION CENTRES,FDC.AX,REAL ESTATE
FEORE LIMITED,FEO.AX,MATERIALS
FERROWEST LIMITED,FWL.AX,MATERIALS
FERRUM CRESCENT LIMITED,FCR.AX,MATERIALS
FERTOZ LIMITED,FTZ.AX,MATERIALS
FFI HOLDINGS LIMITED,FFI.AX,FOOD, BEVERAGE & TOBACCO
FIDUCIAN PORTFOLIO SERVICES LIMITED,FPS.AX,DIVERSIFIED FINANCIALS
FIFTH ELEMENT RESOURCES LIMITED,FTH.AX,MATERIALS
FINBAR GROUP LIMITED,FRI.AX,REAL ESTATE
FINDERS RESOURCES LIMITED,FND.AX,MATERIALS
FIRESTONE ENERGY LIMITED,FSE.AX,ENERGY
FIRESTRIKE RESOURCES LIMITED,FIE.AX,MATERIALS
FIRST GROWTH FUNDS LIMITED,FGF.AX,DIVERSIFIED FINANCIALS
FIRSTFOLIO LIMITED,FFF.AX,BANKS
FIRSTMAC BOND SERIES 1C-2006 TRUST,FMN.AX,NOT APPLIC
FIRSTMAC BOND SERIES 2-2005 TRUST,FMB.AX,NOT APPLIC
FIRSTMAC BOND SERIES 3-2005 TRUST,FMM.AX,NOT APPLIC
FIRSTMAC MORTGAGE FUNDING TRUST SERIES 1-2007,FMA.AX,NOT APPLIC
FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,FPH.AX,HEALTH CARE EQUIPMENT & SERVICES
FITGENES LIMITED,FIT.AX,HEALTH CARE EQUIPMENT & SERVICES
FITZROY RESOURCES LIMITED,FRY.AX,MATERIALS
FITZROY RIVER CORPORATION LTD,FZR.AX,ENERGY
FLAGSHIP INVESTMENTS LIMITED,FSI.AX,DIVERSIFIED FINANCIALS
FLAT GLASS INDUSTRIES LIMITED,FGI.AX,CAPITAL GOODS
FLEETWOOD CORPORATION LIMITED,FWD.AX,CONSUMER DURABLES & APPAREL
FLETCHER BUILDING LIMITED,FBU.AX,MATERIALS
FLEXIGROUP LIMITED,FXL.AX,DIVERSIFIED FINANCIALS
FLIGHT CENTRE TRAVEL GROUP LIMITED,FLT.AX,CONSUMER SERVICES
FLINDERS MINES LIMITED,FMS.AX,MATERIALS
FOCUS MINERALS LTD,FML.AX,MATERIALS
FOLKESTONE EDUCATION TRUST,FET.AX,REAL ESTATE
FOLKESTONE LIMITED,FLK.AX,REAL ESTATE
FOLKESTONE SOCIAL INFRASTRUCTURE TRUST,FST.AX,REAL ESTATE
FONTERRA SHAREHOLDERS' FUND,FSF.AX,DIVERSIFIED FINANCIALS
FORTE CONSOLIDATED LIMITED,FRC.AX,MATERIALS
FORTE ENERGY NL,FTE.AX,ENERGY
FORTESCUE METALS GROUP LTD,FMG.AX,MATERIALS
FORTUNIS RESOURCES LIMITED,FOT.AX,MATERIALS
FOSSE MASTER ISSUER PLC,FOB.AX,NOT APPLIC
FOX RESOURCES LIMITED,FXR.AX,MATERIALS
FOYSON RESOURCES LIMITED,FOY.AX,MATERIALS
FRANKLAND RIVER OLIVE COMPANY LIMITED,FLR.AX,FOOD, BEVERAGE & TOBACCO
