ASX LISTED COMPANIES AS AT SAT OCT 04 22:52:05 EST 2014

COMPANY NAME,ASX CODE,GICS INDUSTRY GROUP
MORNING STAR GOLD N.L.,MCO,MATERIALS
MORTGAGE CHOICE LIMITED,MOC,BANKS
MOTOPIA LIMITED,MOT,MEDIA
MOUNT BURGESS MINING NL,MTB,MATERIALS
MOUNT GIBSON IRON LIMITED,MGX,MATERIALS
MOUNT MAGNET SOUTH NL,MUM,MATERIALS
MOV CORPORATION LIMITED,MOV,TECHNOLOGY HARDWARE & EQUIPMENT
MOZAMBI COAL LIMITED,MOZ,ENERGY
MRG METALS LIMITED,MRQ,MATERIALS
MRL CORPORATION LTD,MRF,MATERIALS
MUI CORPORATION LIMITED,MUI,MEDIA
MULTI CHANNEL SOLUTIONS LIMITED,MUT,DIVERSIFIED FINANCIALS
MULTIPLEX EUROPEAN PROPERTY FUND,MUE,REAL ESTATE
MULTIPLEX SITES TRUST,MXU,REAL ESTATE
MULTISTACK INTERNATIONAL LIMITED,MSI,CAPITAL GOODS
MUNGANA GOLDMINES LIMITED,MUX,MATERIALS
MURCHISON HOLDINGS LIMITED,MCH,DIVERSIFIED FINANCIALS
MUSGRAVE MINERALS LIMITED,MGV,MATERIALS
MUTINY GOLD LIMITED,MYG,MATERIALS
MY ATM HOLDINGS LIMITED,MYA,CAPITAL GOODS
MY NET FONE LIMITED,MNF,TELECOMMUNICATION SERVICES
MYER HOLDINGS LIMITED,MYR,RETAILING
MYOB FINANCE AUSTRALIA LIMITED,MYB,SOFTWARE & SERVICES
MYSTATE LIMITED,MYS,BANKS
MZI RESOURCES LTD,MZI,MATERIALS
NAGAMBIE MINING LIMITED,NAG,MATERIALS
NAMIBIAN COPPER NL,NCO,MATERIALS
NAMOI COTTON CO-OPERATIVE LIMITED,NAM,COMMERCIAL SERVICES & SUPPLIES
NANOSONICS LIMITED,NAN,HEALTH CARE EQUIPMENT & SERVICES
NAOS ABSOLUTE OPPORTUNITIES COMPANY LIMITED,NAC,CLASS PEND
NAOS EMERGING OPPORTUNITIES COMPANY LIMITED,NCC,NOT APPLIC
NARACOOTA RESOURCES LIMITED,NRR,MATERIALS
NARHEX LIFE SCIENCES LIMITED,NLS,PHARMACEUTICALS & BIOTECHNOLOGY
NATIONAL AUSTRALIA BANK LIMITED,NAB,BANKS
NATIONAL RMBS TRUST 2011-1 SERIES 2011-1,NAF,NOT APPLIC
NATIONAL RMBS TRUST 2011-2 SERIES 2011-2,NAO,NOT APPLIC
NATIONAL RMBS TRUST 2012-2 SERIES 2012-2,NAH,NOT APPLIC
NATIONAL STORAGE REIT,NSR,REAL ESTATE
NATURAL FUEL LIMITED,NFL,ENERGY
NAVAHO GOLD LIMITED,NVG,MATERIALS
NAVARRE MINERALS LIMITED,NML,MATERIALS
NAVIGATOR RESOURCES LIMITED,NAV,MATERIALS
NAVITAS LIMITED,NVT,CONSUMER SERVICES
NEARMAP LTD,NEA,SOFTWARE & SERVICES
NEDERLANDSE WATERSCHAPSBANK N.V.,NWB,NOT APPLIC
NEMEX RESOURCES LIMITED,NXR,MATERIALS
NEON ENERGY LIMITED,NEN,ENERGY
NEPTUNE MARINE SERVICES LIMITED,NMS,ENERGY
NETCOMM WIRELESS LIMITED,NTC,TECHNOLOGY HARDWARE & EQUIPMENT
NEUREN PHARMACEUTICALS LIMITED,NEU,PHARMACEUTICALS & BIOTECHNOLOGY
NEVADA IRON LTD,NVI,MATERIALS
NEW AGE EXPLORATION LIMITED,NAE,ENERGY
NEW GUINEA ENERGY LTD,NGE,ENERGY
NEW HOPE CORPORATION LIMITED,NHC,ENERGY
NEW HORIZON COAL LTD,NHO,ENERGY
NEW STANDARD ENERGY LIMITED,NSE,ENERGY
NEW TALISMAN GOLD MINES LIMITED,NTL,MATERIALS
NEW ZEALAND OIL & GAS LIMITED,NZO,ENERGY
NEWCREST MINING LIMITED,NCM,MATERIALS
NEWERA RESOURCES LIMITED,NRU,ENERGY
NEWFIELD RESOURCES LIMITED,NWF,MATERIALS
NEWHAVEN HOTELS LIMITED,NHH,CONSUMER SERVICES
NEWS CORPORATION..,NWS,MEDIA
NEWSAT LIMITED,NWT,TELECOMMUNICATION SERVICES
NEWZULU LIMITED,NWZ,MEDIA
NEX METALS EXPLORATION LIMITED,NME,MATERIALS
NEXTDC LIMITED,NXT,TELECOMMUNICATION SERVICES
NEXUS BONDS LIMITED,NXB,NOT APPLIC
NEXUS ENERGY LIMITED,NXS,ENERGY
NEXUS MINERALS LIMITED,NXM,MATERIALS
NIB HOLDINGS LIMITED,NHF,INSURANCE
NICK SCALI LIMITED,NCK,RETAILING
NICKELORE LIMITED,NIO,MATERIALS
NIDO PETROLEUM LIMITED,NDO,ENERGY
NINE ENTERTAINMENT CO. HOLDINGS LIMITED,NEC,MEDIA
NIUMINCO GROUP LIMITED,NIU,MATERIALS
NKWE PLATINUM LIMITED,NKP,MATERIALS
NOBLE MINERAL RESOURCES LIMITED,NMG,MATERIALS
NOMAD BUILDING SOLUTIONS LIMITED,NOD,CAPITAL GOODS
NONI B LIMITED,NBL,RETAILING
NORDIC INVESTMENT BANK,NIB,NOT APPLIC
NORSEMAN GOLD PLC,NGX,MATERIALS
NORTHERN IRON LIMITED,NFE,MATERIALS
NORTHERN MANGANESE LIMITED,NTM,MATERIALS
NORTHERN MINERALS LIMITED,NTU,MATERIALS
NORTHERN MINING LIMITED,NMI,MATERIALS
NORTHERN STAR RESOURCES LTD,NST,MATERIALS
NORTHWEST RESOURCES LIMITED,NWR,MATERIALS
NORTON GOLD FIELDS LIMITED,NGF,MATERIALS
NORWEST ENERGY NL,NWE,ENERGY
NOVARISE RENEWABLE RESOURCES INTERNATIONAL LIMITED,NOE,MATERIALS
NOVOGEN LIMITED,NRT,PHARMACEUTICALS & BIOTECHNOLOGY
NRW HOLDINGS LIMITED,NWH,CAPITAL GOODS
NSL CONSOLIDATED LIMITED,NSL,MATERIALS
NSX LIMITED,NSX,DIVERSIFIED FINANCIALS
NUCOAL RESOURCES LIMITED,NCR,MATERIALS
NUENERGY GAS LIMITED,NGY,ENERGY
NUFARM FINANCE (NZ) LIMITED,NFN,NOT APPLIC
NUFARM LIMITED,NUF,MATERIALS
NUPLEX INDUSTRIES LIMITED.,NPX,MATERIALS
NUSEP HOLDINGS LTD,NSP,PHARMACEUTICALS & BIOTECHNOLOGY
NYOTA MINERALS LIMITED,NYO,MATERIALS
OAKAJEE CORPORATION LIMITED,OKJ,MATERIALS
OAKDALE RESOURCES LIMITED,OAR,NOT APPLIC
OAKTON LIMITED,OKN,SOFTWARE & SERVICES
OBJ LIMITED,OBJ,PHARMACEUTICALS & BIOTECHNOLOGY
OBJECTIVE CORPORATION LIMITED,OCL,SOFTWARE & SERVICES
OCEANAGOLD CORPORATION,OGC,MATERIALS
OCEANIA CAPITAL PARTNERS LIMITED,OCP,DIVERSIFIED FINANCIALS
OCHRE GROUP HOLDINGS LIMITED,OGH,MATERIALS
OCTAGONAL RESOURCES LIMITED,ORS,MATERIALS
OCTANEX N.L.,OXX,ENERGY
ODIN ENERGY LIMITED,ODN,ENERGY
ODYSSEY ENERGY LIMITED,ODY,ENERGY
OGI GROUP LTD,OGI,ENERGY
OGL RESOURCES LIMITED,OGL,ENERGY
OIL BASINS LIMITED,OBL,ENERGY
OIL SEARCH LIMITED,OSH,ENERGY
OILEX LTD,OEX,ENERGY
OILFIELD WORKFORCE GROUP LIMITED,OFW,COMMERCIAL SERVICES & SUPPLIES
OKLO RESOURCES LIMITED,OKU,ENERGY
OLDFIELDS HOLDINGS LIMITED,OLH,CAPITAL GOODS
OM HOLDINGS LIMITED,OMH,MATERIALS
OMNITECH HOLDINGS LIMITED,OHL,TECHNOLOGY HARDWARE & EQUIPMENT
ON Q GROUP LIMITED,ONQ,SOFTWARE & SERVICES
ONCARD INTERNATIONAL LIMITED,ONC,DIVERSIFIED FINANCIALS
ONCOSIL MEDICAL LTD,OSL,PHARMACEUTICALS & BIOTECHNOLOGY
ONEVUE HOLDINGS LIMITED,OVH,NOT APPLIC
ONTHEHOUSE HOLDINGS LIMITED,OTH,RETAILING
OPTISCAN IMAGING LIMITED,OIL,HEALTH CARE EQUIPMENT & SERVICES
OPUS GROUP LIMITED,OPG,COMMERCIAL SERVICES & SUPPLIES
ORBIS GOLD LIMITED,OBS,MATERIALS
ORBITAL CORPORATION LIMITED,OEC,AUTOMOBILES & COMPONENTS
ORCA ENERGY LIMITED,OGY,ENERGY
ORD RIVER RESOURCES LIMITED,ORD,MATERIALS
ORECORP LIMITED,ORR,MATERIALS
ORH LIMITED,ORH,CAPITAL GOODS
ORICA LIMITED,ORI,MATERIALS
ORIENTAL TECHNOLOGIES INVESTMENT LIMITED,OTI,CAPITAL GOODS
ORIGIN ENERGY LIMITED,ORG,ENERGY
ORINOCO GOLD LIMITED,OGX,MATERIALS
ORION EQUITIES LIMITED,OEQ,DIVERSIFIED FINANCIALS
ORION GOLD NL,ORN,MATERIALS
ORION METALS LIMITED,ORM,MATERIALS
ORO VERDE LIMITED,OVL,MATERIALS
OROCOBRE LIMITED,ORE,MATERIALS
ORORA LIMITED,ORA,MATERIALS
OROTONGROUP LIMITED,ORL,RETAILING
OROYA MINING LIMITED,ORO,MATERIALS
ORPHEUS ENERGY LIMITED,OEG,ENERGY
ORREX RESOURCES LTD,ORX,MATERIALS
ORTHOCELL LIMITED,OCC,PHARMACEUTICALS & BIOTECHNOLOGY
OSPREY MEDICAL INC,OSP,HEALTH CARE EQUIPMENT & SERVICES
OTIS ENERGY LIMITED,OTE,ENERGY
OTOC LIMITED,OTC,COMMERCIAL SERVICES & SUPPLIES
OTTO ENERGY LIMITED,OEL,ENERGY
OUTBACK METALS LIMITED,OUM,MATERIALS
OVERLAND RESOURCES LIMITED,OVR,MATERIALS
OZ BREWING LIMITED,OZB,FOOD, BEVERAGE & TOBACCO
OZ MINERALS LIMITED,OZL,MATERIALS
OZFOREX GROUP LIMITED,OFX,DIVERSIFIED FINANCIALS
OZGROWTH LIMITED,OZG,NOT APPLIC
OZTRADE PUBLISHING GROUP LIMITED,OZT,CLASS PEND
PACIFIC BRANDS LIMITED,PBG,RETAILING
PACIFIC ENERGY LIMITED,PEA,UTILITIES
PACIFIC ENVIRONMENT LIMITED,PEH,COMMERCIAL SERVICES & SUPPLIES
PACIFIC MINING LIMITED,PFM,MATERIALS
PACIFIC NIUGINI LIMITED,PNR,MATERIALS
PACIFIC ORE LIMITED,PSF,MATERIALS
PACIFIC STAR NETWORK LIMITED,PNW,MEDIA
PACIFICO MINERALS LIMITED,PMY,MATERIALS
PACT GROUP HOLDINGS LTD,PGH,MATERIALS
PADBURY MINING LIMITED,PDY,MATERIALS
PALACE RESOURCES LIMITED,PXR,ENERGY
PALADIN ENERGY LTD,PDN,ENERGY
PAN ASIA CORPORATION LIMITED,PZC,ENERGY
PAN PACIFIC PETROLEUM NL,PPP,ENERGY
PANAUST LIMITED,PNA,MATERIALS
PANCONTINENTAL OIL & GAS NL,PCL,ENERGY
PANORAMA SYNERGY LTD,PSY,SOFTWARE & SERVICES
PANORAMIC RESOURCES LIMITED,PAN,MATERIALS
PANTERRA GOLD LIMITED,PGI,MATERIALS
PAPERLINX LIMITED,PPX,CAPITAL GOODS
PAPERLINX SPS TRUST,PXU,NOT APPLIC
PAPYRUS AUSTRALIA LIMITED,PPY,MATERIALS
PARADIGM METALS LIMITED,PDM,MATERIALS
PARAGON CARE LIMITED,PGC,HEALTH CARE EQUIPMENT & SERVICES
PARAMOUNT MINING CORPORATION LTD,PCP,MATERIALS
PARINGA RESOURCES LIMITED,PNL,MATERIALS
PARKER RESOURCES NL,PKR,MATERIALS
PARMELIA RESOURCES LIMITED,PML,MATERIALS
PATRYS LIMITED,PAB,PHARMACEUTICALS & BIOTECHNOLOGY
PATTIES FOODS LTD,PFL,FOOD, BEVERAGE & TOBACCO
PAWNEE ENERGY LIMITED,PAW,ENERGY
PAYCE CONSOLIDATED LIMITED,PAY,REAL ESTATE
PAYNES FIND GOLD LIMITED,PNE,MATERIALS
PBD DEVELOPMENTS LIMITED,PBD,REAL ESTATE
PEAK OIL & GAS LIMITED,PKO,ENERGY
PEAK RESOURCES LIMITED,PEK,MATERIALS
PEEL MINING LIMITED,PEX,MATERIALS
PEET LIMITED,PPC,REAL ESTATE
PEGASUS METALS LIMITED,PUN,MATERIALS
PELICAN RESOURCES LIMITED,PEL,MATERIALS
PENINSULA ENERGY LIMITED,PEN,ENERGY
PENINSULA MINES LIMITED,PSM,ENERGY
PENTAL LIMITED,PTL,HOUSEHOLD & PERSONAL PRODUCTS
PEPINNINI MINERALS LIMITED,PNN,MATERIALS
PERPETUAL LIMITED,PPT,DIVERSIFIED FINANCIALS
PERPETUAL RESOURCES LIMITED,PEC,ENERGY
PERSEUS MINING LIMITED,PRU,MATERIALS
PETRATHERM LTD,PTR,UTILITIES
PETREL ENERGY LIMITED,PRL,ENERGY
PETSEC ENERGY LIMITED,PSA,ENERGY
PHARMANET GROUP LIMITED,PNO,PHARMACEUTICALS & BIOTECHNOLOGY
PHARMAUST LIMITED,PAA,PHARMACEUTICALS & BIOTECHNOLOGY
PHARMAXIS LTD,PXS,PHARMACEUTICALS & BIOTECHNOLOGY
PHILEO AUSTRALIA LIMITED,PHI,REAL ESTATE
PHILLIPS RIVER MINING LIMITED,PRH,MATERIALS
PHOENIX COPPER LIMITED,PNX,MATERIALS
PHOENIX GOLD LIMITED,PXG,MATERIALS
PHOSLOCK WATER SOLUTIONS LIMITED,PHK,COMMERCIAL SERVICES & SUPPLIES
PHOSPHAGENICS LIMITED,POH,PHARMACEUTICALS & BIOTECHNOLOGY
PHOSPHATE AUSTRALIA LIMITED,POZ,MATERIALS
PHW CONSOLIDATED LIMITED,PHW,FOOD, BEVERAGE & TOBACCO
PHYLOGICA LIMITED,PYC,PHARMACEUTICALS & BIOTECHNOLOGY
PILBARA MINERALS LIMITED,PLS,MATERIALS
PINE CAPITAL LIMITED,PCD,CLASS PEND
PIONEER CREDIT LIMITED,PNC,DIVERSIFIED FINANCIALS
PIONEER RESOURCES LIMITED,PIO,MATERIALS
PLANET GAS LIMITED,PGS,ENERGY
PLANET METALS LIMITED,PMQ,MATERIALS
PLANET PLATINUM LIMITED,PPN,CONSUMER SERVICES
PLATINA RESOURCES LIMITED,PGM,MATERIALS
PLATINUM ASSET MANAGEMENT LIMITED,PTM,DIVERSIFIED FINANCIALS
PLATINUM AUSTRALIA LIMITED,PLA,MATERIALS
PLATINUM CAPITAL LIMITED,PMC,DIVERSIFIED FINANCIALS
PLATYPUS MINERALS LTD,PLP,MATERIALS
PLD CORPORATION LIMITED,PLD,HEALTH CARE EQUIPMENT & SERVICES
PLENTEX LIMITED,PRM,MATERIALS
PLUTON RESOURCES LIMITED,PLV,MATERIALS
PLYMOUTH MINERALS LIMITED,PLH,MATERIALS
PM CAPITAL ASIAN OPPORTUNITIES FUND LIMITED,PAF,NOT APPLIC
PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED,PGF,NOT APPLIC
PMP LIMITED,PMP,COMMERCIAL SERVICES & SUPPLIES
PO VALLEY ENERGY LIMITED,PVE,ENERGY
POSEIDON NICKEL LIMITED,POS,MATERIALS
POTASH MINERALS LIMITED,POK,MATERIALS
POTASH WEST NL,PWN,MATERIALS
POWER RESOURCES LIMITED,PWW,MATERIALS
PPK GROUP LIMITED,PPK,CAPITAL GOODS
PRAEMIUM LIMITED,PPS,SOFTWARE & SERVICES
PRAIRIE MINING LIMITED,PDZ,MATERIALS
PRANA BIOTECHNOLOGY LIMITED,PBT,PHARMACEUTICALS & BIOTECHNOLOGY
PRECIOUS METAL RESOURCES LIMITED,PMR,MATERIALS
PREDICTIVE DISCOVERY LIMITED,PDI,MATERIALS
PREFERRED CAPITAL LIMITED,PCA,NOT APPLIC
PREMIER INVESTMENTS LIMITED,PMV,RETAILING
PREMIERE EASTERN ENERGY LIMITED,PEZ,CLASS PEND
PRIMA BIOMED LTD,PRR,PHARMACEUTICALS & BIOTECHNOLOGY
PRIMARY GOLD LIMITED,PGO,MATERIALS
PRIMARY HEALTH CARE LIMITED,PRY,HEALTH CARE EQUIPMENT & SERVICES
PRIMARY OPINION LIMITED,POP,SOFTWARE & SERVICES
PRIME FINANCIAL GROUP LIMITED,PFG,DIVERSIFIED FINANCIALS
PRIME MEDIA GROUP LIMITED,PRT,MEDIA
PRIME MINERALS LIMITED,PIM,MATERIALS
PRO MEDICUS LIMITED,PME,HEALTH CARE EQUIPMENT & SERVICES
PRO-PAC PACKAGING LIMITED,PPG,MATERIALS
PROBIOTEC LIMITED,PBP,PHARMACEUTICALS & BIOTECHNOLOGY
PROGEN PHARMACEUTICALS LIMITED,PGL,PHARMACEUTICALS & BIOTECHNOLOGY
PROGRAMMED MAINTENANCE SERVICES LIMITED,PRG,COMMERCIAL SERVICES & SUPPLIES
PROGRESS 2010-1 TRUST,POB,NOT APPLIC
PROMESA LIMITED,PRA,MATERIALS
PROPHECY INTERNATIONAL HOLDINGS LIMITED,PRO,SOFTWARE & SERVICES
PROSPECT RESOURCES LIMITED,PSC,MATERIALS
PROSPERITY RESOURCES LIMITED,PSP,MATERIALS
PROTO RESOURCES & INVESTMENTS LTD,PRW,MATERIALS
PROVINCE OF ONTARIO,PON,NOT APPLIC
PRYME ENERGY LIMITED,PYM,ENERGY
PS&C LIMITED,PSZ,COMMERCIAL SERVICES & SUPPLIES
PSIVIDA CORP.,PVA,PHARMACEUTICALS & BIOTECHNOLOGY
PTB GROUP LIMITED,PTB,CAPITAL GOODS
PUBLIC HOLDINGS (AUSTRALIA) LIMITED,PHA,DIVERSIFIED FINANCIALS
PULSE HEALTH LIMITED,PHG,HEALTH CARE EQUIPMENT & SERVICES
PUMA MASTERFUND H-1,PUH,NOT APPLIC
PUMA MASTERFUND P-11,PUP,NOT APPLIC
PUMA MASTERFUND P-12,PUC,NOT APPLIC
PUMA MASTERFUND P-13,PUI,NOT APPLIC
PUMA MASTERFUND P-16,PUB,NOT APPLIC
PUMA MASTERFUND S-4,PUA,NOT APPLIC
PUMA MASTERFUND S-5,PUE,NOT APPLIC
PUMA MASTERFUND S-6,PUD,NOT APPLIC
PUMA MASTERFUND S-7,PUS,NOT APPLIC
PUMA MASTERFUND S-8,PUG,NOT APPLIC
PUMA SERIES 2013-1,PUJ,NOT APPLIC
PUMA SERIES 2014-1,PUK,NOT APPLIC
PUMA SERIES 2014-2,PUO,NOT APPLIC
PURA VIDA ENERGY NL,PVD,ENERGY
Q LIMITED,QXQ,MEDIA
Q TECHNOLOGY GROUP LIMITED,QTG,TECHNOLOGY HARDWARE & EQUIPMENT
QANDA TECHNOLOGY LTD,QNA,SOFTWARE & SERVICES
QANTAS AIRWAYS LIMITED,QAN,TRANSPORTATION
QBE INSURANCE GROUP LIMITED,QBE,INSURANCE
QRXPHARMA LTD,QRX,PHARMACEUTICALS & BIOTECHNOLOGY
QUANTUM ENERGY LIMITED.,QTM,CONSUMER DURABLES & APPAREL
QUANTUM RESOURCES LIMITED,QUR,MATERIALS
QUBE HOLDINGS LIMITED,QUB,TRANSPORTATION
QUEBEC,QBC,NOT APPLIC
QUEENSLAND BAUXITE LIMITED,QBL,MATERIALS
QUEENSLAND MINING CORPORATION LIMITED,QMN,MATERIALS
QUEENSLAND TREASURY CORPORATION,XQL,NOT APPLIC
QUEST INVESTMENTS LIMITED,QST,DIVERSIFIED FINANCIALS
QUEST MINERALS LIMITED,QNL,MATERIALS
QUEST PETROLEUM NL,QPN,ENERGY
QUESTE COMMUNICATIONS LIMITED,QUE,TELECOMMUNICATION SERVICES
QUESTUS LIMITED,QSS,DIVERSIFIED FINANCIALS
QUICKFLIX LIMITED,QFX,RETAILING
QUICKSTEP HOLDINGS LIMITED,QHL,CAPITAL GOODS
QUINTESSENTIAL RESOURCES LIMITED,QRL,MATERIALS
QV EQUITIES LIMITED,QVE,NOT APPLIC
RADAR IRON LIMITED,RAD,MATERIALS
RAFFLES CAPITAL LIMITED,RAF,DIVERSIFIED FINANCIALS
RAM RESOURCES LIMITED,RMR,MATERIALS
RAMELIUS RESOURCES LIMITED,RMS,MATERIALS
RAMPART ENERGY LTD,RTD,ENERGY
RAMS MORTGAGE SECURITIES TRUST SERIES 2006-1,RMM,NOT APPLIC
RAMS MORTGAGE SECURITIES TRUST SERIES 2007-1HE,RMB,NOT APPLIC
RAMS MORTGAGE SECURITIES TRUST SERIES 2007-2H,RMH,NOT APPLIC
RAMS MORTGAGE SECURITIES TRUST SERIES 2007-3,RMF,NOT APPLIC
RAMSAY HEALTH CARE LIMITED,RHC,HEALTH CARE EQUIPMENT & SERVICES
RAND MINING LIMITED,RND,MATERIALS
RANGE RESOURCES LIMITED,RRS,ENERGY
RAPTIS GROUP LIMITED,RPG,REAL ESTATE
RAWSON RESOURCES LIMITED,RAW,ENERGY
RAYA GROUP LIMITED,RYG,ENERGY
RCG CORPORATION LIMITED,RCG,RETAILING
RCR TOMLINSON LIMITED,RCR,CAPITAL GOODS
REA GROUP LTD,REA,MEDIA
REAL ENERGY CORPORATION LIMITED,RLE,ENERGY
REAL ESTATE CAPITAL PARTNERS USA PROPERTY TRUST,RCU,REAL ESTATE
REALM RESOURCES LIMITED,RRP,MATERIALS
RECALL HOLDINGS LIMITED,REC,COMMERCIAL SERVICES & SUPPLIES
RECKON LIMITED,RKN,SOFTWARE & SERVICES
RECLAIM INDUSTRIES LIMITED,RCM,COMMERCIAL SERVICES & SUPPLIES
RECTIFIER TECHNOLOGIES LTD,RFT,CAPITAL GOODS
RED 5 LIMITED,RED,MATERIALS
RED EMPEROR RESOURCES NL,RMP,ENERGY
RED FORK ENERGY LIMITED,RFE,ENERGY
RED GUM RESOURCES LIMITED,RGX,MATERIALS
RED HILL IRON LIMITED,RHI,MATERIALS
RED METAL LIMITED,RDM,MATERIALS
RED MOUNTAIN MINING LIMITED,RMX,MATERIALS
RED RIVER RESOURCES LIMITED,RVR,MATERIALS
RED SKY ENERGY LIMITED.,ROG,ENERGY
REDBANK COPPER LIMITED,RCP,MATERIALS
REDBANK ENERGY LIMITED,AEJ,UTILITIES
REDCLIFFE RESOURCES LIMITED,RCF,MATERIALS
REDFLEX HOLDINGS LIMITED,RDF,TECHNOLOGY HARDWARE & EQUIPMENT
REDFLOW LIMITED,RFX,CAPITAL GOODS
REDHILL EDUCATION LIMITED,RDH,CONSUMER SERVICES
REDSTONE RESOURCES LIMITED,RDS,MATERIALS
REECE AUSTRALIA LIMITED,REH,CAPITAL GOODS
REED RESOURCES LTD,RDR,MATERIALS
REEDY LAGOON CORPORATION LIMITED,RLC,MATERIALS
REEF CASINO TRUST,RCT,CONSUMER SERVICES
REELTIME MEDIA LIMITED,RMA,MEDIA
REFRESH GROUP LIMITED,RGP,FOOD, BEVERAGE & TOBACCO
REGAL RESOURCES LIMITED,RER,MATERIALS
REGALPOINT RESOURCES LIMITED,RGU,ENERGY
REGENEUS LTD,RGS,PHARMACEUTICALS & BIOTECHNOLOGY
REGIONAL EXPRESS HOLDINGS LIMITED,REX,TRANSPORTATION
REGIS HEALTHCARE LIMITED,REG,CLASS PEND
REGIS RESOURCES LIMITED,RRL,MATERIALS
RENAISSANCE MINERALS LIMITED,RNS,MATERIALS
RENASCOR RESOURCES LIMITED,RNU,ENERGY
REPRODUCTIVE HEALTH SCIENCE LIMITED,RHS,MATERIALS
REPUBLIC GOLD LIMITED,RAU,MATERIALS
REPUBLIC OF AUSTRIA,ROA,NOT APPLIC
RESIMAC TRIOMPHE TRUST,RTT,NOT APPLIC
RESMED INC,RMD,HEALTH CARE EQUIPMENT & SERVICES
RESOLUTE MINING LIMITED,RSG,MATERIALS
RESONANCE HEALTH LIMITED,RHT,HEALTH CARE EQUIPMENT & SERVICES
RESOURCE BASE LIMITED,RBX,MATERIALS
RESOURCE DEVELOPMENT GROUP LIMITED,RDG,COMMERCIAL SERVICES & SUPPLIES
RESOURCE EQUIPMENT LTD,RQL,CAPITAL GOODS
RESOURCE GENERATION LIMITED,RES,ENERGY
RESOURCE MINING CORPORATION LIMITED,RMI,MATERIALS
RESOURCE STAR LIMITED,RSL,ENERGY
RESOURCES & ENERGY GROUP LIMITED,REZ,ENERGY
RETAIL FOOD GROUP LIMITED,RFG,CONSUMER SERVICES
REVA MEDICAL, INC,RVA,HEALTH CARE EQUIPMENT & SERVICES
REVERSE CORP LIMITED,REF,TELECOMMUNICATION SERVICES
REWARD MINERALS LTD,RWD,MATERIALS
REWARDLE HOLDINGS LIMITED,RXH,SOFTWARE & SERVICES
REX MINERALS LIMITED,RXM,MATERIALS
REY RESOURCES LIMITED,REY,ENERGY
RHINOMED LIMITED,RNO,PHARMACEUTICALS & BIOTECHNOLOGY
RHYPE LIMITED,RHP,SOFTWARE & SERVICES
RICHFIELD INTERNATIONAL LIMITED,RIS,TRANSPORTATION
RIDLEY CORPORATION LIMITED,RIC,FOOD, BEVERAGE & TOBACCO
RIEDEL RESOURCES LIMITED,RIE,MATERIALS
RIFT VALLEY RESOURCES LIMITED.,RVY,MATERIALS
RIMFIRE PACIFIC MINING NL,RIM,MATERIALS
RIO TINTO LIMITED,RIO,MATERIALS
RIVERCITY MOTORWAY GROUP,RCY,TRANSPORTATION
RKS CONSOLIDATED LIMITED,RKS,DIVERSIFIED FINANCIALS
RMA ENERGY LIMITED,RMT,MATERIALS
RMG LIMITED,RMG,MATERIALS
RNI NL.,RNI,MATERIALS
RNY PROPERTY TRUST,RNY,REAL ESTATE
ROBUST RESOURCES LIMITED,ROL,MATERIALS
ROC OIL COMPANY LIMITED,ROC,ENERGY
RONGTAI INTERNATIONAL GROUP HOLDINGS LIMITED,RIG,CAPITAL GOODS
ROX RESOURCES LIMITED,RXL,MATERIALS
ROYAL RESOURCES LIMITED,ROY,MATERIALS
ROYAL WOLF HOLDINGS LIMITED,RWH,COMMERCIAL SERVICES & SUPPLIES
ROYALCO RESOURCES LIMITED,RCO,MATERIALS
RTG MINING INC.,RTG,MATERIALS
RUBIANNA RESOURCES LIMITED,RRE,MATERIALS
RUBICON RESOURCES LIMITED,RBR,MATERIALS
RUBICOR GROUP LIMITED,RUB,COMMERCIAL SERVICES & SUPPLIES
RUBIK FINANCIAL LIMITED,RFL,SOFTWARE & SERVICES
RUM JUNGLE RESOURCES LTD,RUM,MATERIALS
RUMBLE RESOURCES LIMITED,RTR,MATERIALS
RUNGEPINCOCKMINARCO LIMITED,RUL,COMMERCIAL SERVICES & SUPPLIES
RURAL FUNDS GROUP,RFF,REAL ESTATE
RURALCO HOLDINGS LIMITED,RHL,RETAILING
RUTILA RESOURCES LIMITED,RTA,MATERIALS
RXP SERVICES LIMITED,RXP,SOFTWARE & SERVICES
SABINA CORPORATION LIMITED,SAP,REAL ESTATE
SABRE RESOURCES LIMITED,SBR,MATERIALS
SAFEROADS HOLDINGS LIMITED,SRH,CAPITAL GOODS
SAFETY MEDICAL PRODUCTS LIMITED,SFP,HEALTH CARE EQUIPMENT & SERVICES
SAI GLOBAL LIMITED,SAI,COMMERCIAL SERVICES & SUPPLIES
SALMAT LIMITED,SLM,COMMERCIAL SERVICES & SUPPLIES
SAMSON OIL & GAS LIMITED,SSN,ENERGY
SANDFIRE RESOURCES NL,SFR,MATERIALS
SANDON CAPITAL INVESTMENTS LIMITED,SNC,NOT APPLIC
SANTANA MINERALS LIMITED,SMI,MATERIALS
SANTOS LIMITED,STO,ENERGY
SARACEN MINERAL HOLDINGS LIMITED,SAR,MATERIALS
SAUNDERS INTERNATIONAL LIMITED,SND,CAPITAL GOODS
SAVCOR GROUP LIMITED,SAV,CAPITAL GOODS
SAYONA MINING LIMITED,SYA,MATERIALS
